5 20 10 3000 0 0
5 20 20 3000 0 0
5 20 30 3000 0 0
5 20 40 3000 0 0
5 20 50 3000 0 0
5 30 -50 3000 0 0
5 30 -40 3000 0 0
5 30 -30 3000 0 0
5 30 -20 3000 0 0
5 30 -10 3000 0 0
5 30 0 3000 0 0
5 30 10 3000 0 0
5 30 20 3000 0 0
5 30 30 3000 0 0
5 30 40 3000 0 0
5 30 50 3000 0 0
15 -30 -50 3000 0 0
15 -30 -40 3000 0 0
15 -30 -30 3000 0 0
15 -30 -20 3000 0 0
15 -30 -10 3000 0 0
15 -30 0 3000 0 0
15 -30 10 3000 0 0
15 -30 20 3000 0 0
15 -30 30 3000 0 0
15 -30 40 3000 0 0
15 -30 50 3000 0 0
15 -20 -50 3000 0 0
15 -20 -40 3000 0 0
15 -20 -30 3000 0 0
15 -20 -20 3000 0 0
15 -20 -10 3000 0 0
15 -20 0 3000 0 0
15 -20 10 3000 0 0
15 -20 20 3000 0 0
15 -20 30 3000 0 0
15 -20 40 3000 0 0
15 -20 50 3000 0 0
15 -10 -50 3000 0 0
15 -10 -40 3000 0 0
15 -10 -30 3000 0 0
15 -10 -20 3000 0 0
15 -10 -10 3000 0 0
15 -10 0 3000 0 0
15 -10 10 3000 0 0
15 -10 20 3000 0 0
15 -10 30 3000 0 0
15 -10 40 3000 0 0
15 -10 50 3000 0 0
15 0 -50 3000 0 0
15 0 -40 3000 0 0
15 0 -30 3000 0 0
15 0 -20 3000 0 0
15 0 -10 3000 0 0
15 0 0 3000 0 0
15 0 10 3000 0 0
15 0 20 3000 0 0
15 0 30 3000 0 0
15 0 40 3000 0 0
15 0 50 3000 0 0
15 10 -50 3000 0 0
15 10 -40 3000 0 0
15 10 -30 3000 0 0
15 10 -20 3000 0 0
15 10 -10 3000 0 0
15 10 0 3000 0 0
15 10 10 3000 0 0
15 10 20 3000 0 0
15 10 30 3000 0 0
15 10 40 3000 0 0
15 10 50 3000 0 0
15 20 -50 3000 0 0
15 20 -40 3000 0 0
15 20 -30 3000 0 0
15 20 -20 3000 0 0
15 20 -10 3000 0 0
15 20 0 3000 0 0
15 20 10 3000 0 0
15 20 20 3000 0 0
15 20 30 3000 0 0
15 20 40 3000 0 0
15 20 50 3000 0 0
15 30 -50 3000 0 0
15 30 -40 3000 0 0
15 30 -30 3000 0 0
15 30 -20 3000 0 0
15 30 -10 3000 0 0
15 30 0 3000 0 0
15 30 10 3000 0 0
15 30 20 3000 0 0
15 30 30 3000 0 0
15 30 40 3000 0 0
15 30 50 3000 0 0
